Tanggal,Prediksi
5023,188.5025725117389
5024,188.57504187577743
5025,188.38022149858304
5026,188.40531875506147
5027,188.551979241155
5028,188.46871775443873
5029,188.38595343482814
5030,188.48877978038104
5031,188.51150676283982
5032,188.41865133374893
5033,188.44015984617633
5034,188.50596169074552
5035,188.4603231962611
5036,188.42674590878173
5037,188.47804619789449
