Tanggal,Prediksi
2023-12-30,189.68481573052668
2023-12-31,188.72435391984254
2024-01-01,187.98273447947514
2024-01-02,187.47642795688614
2024-01-03,187.13768779973734
2024-01-04,186.87945658243302
2024-01-05,186.6662105744927
2024-01-06,186.47730716284266
2024-01-07,186.3109446232569
2024-01-08,186.18158449950715
