Tanggal,Prediksi
2023-12-30,188.49516462499813
2023-12-31,188.42989942535183
2024-01-01,188.12404044339627
2024-01-02,188.22820382152233
2024-01-03,188.2415679107161
2024-01-04,188.12010699199058
2024-01-05,188.08049221814582
2024-01-06,188.02180919305923
2024-01-07,187.96528883526133
2024-01-08,187.91577352300402
